Category-Item,vehicle-class,Unnamed: 0_level_0-Unnamed: 0_level_1,Comfort-Air conditioning,Comfort-Central door locking,Comfort-Cruise control,Comfort-Dual zone climatronic,Comfort-Electric windows,Comfort-Keyless entry,Comfort-Parking sensors,Comfort-Power steering,Comfort-Start / stop system,Comfort-Start button,Drive-Drive system,Drive-Fuel,Drive-Total max power,Drive-Total max torque,Drive-Wheel drive,Electric Engine-Battery capacity,Electric Engine-Battery type,Electric Engine-Battery voltage,Electric Engine-Charging 230V/16A,Electric Engine-Engine type,Electric Engine-Max torque,Electric Engine-Number of engines,Electric Engine-Total max power,Electric Engine-Battery range,Electric Engine-Power consumption,Exterior sizes-Height,Exterior sizes-Length,Exterior sizes-Wheelbase,Exterior sizes-Width,Exterior sizes-Ground clearance,Fuel Engine-Capacity,Fuel Engine-Catalyst,Fuel Engine-Cylinders,Fuel Engine-Engine type,Fuel Engine-Fuel system,Fuel Engine-Fuel tank,Fuel Engine-Max power RPM,Fuel Engine-Max power,Fuel Engine-Max torque RPM,Fuel Engine-Max torque,Fuel Engine-Turbo,Fuel Engine-Valves per cylinder,General Specifications-Carbody,General Specifications-Doors number,General Specifications-End date,General Specifications-Last new price,General Specifications-Number of car seats,General Specifications-Release date,General Specifications-Transmission,Performance-Acceleration 0-100 km/h,Performance-Average consumption,Performance-CO2 Emission,Performance-Energy level,Performance-Extra-urban consumption,Performance-Top speed,Performance-Urban consumption,Transmission  / Gear ratio-Final drive,Transmission  / Gear ratio-RPM at 120 km/h (theoretical),Weights-Empty mass,Weights-Max. permissible mass,Weights-Max. roof load,Fuel Engine-Stroke,Chassis-Rolling Radius Static,Chassis-Rolling Radius Dynamic,Transmission  / Gear ratio-Gear Box Ratios,Weights-Unladen mass,Weights-Running order mass,Weights-Reference mass,Weights-Inertia mass,Exterior sizes-Frontal area,Class-Euro standard car segments
5928,E,7285,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,petrol,245,440,front+rear,,,,,,,,,,,1.42,4.974,2.914,1.911,,2995,regular,6,dohc,direct injection,65,5300,245,2900,440,yes,4,hatchback,5,available,83090,4,2014,automatic,5.3,7.6,176,C,6.2,250,10,4.09,1950,1785,2420,100,89,318.105,333.3495146,[3.69- 2.15- 1.41- 1.03- 0.79- 0.63- 0.52],1741.125,1816.125,1841.125,1810,2.71362,E
5915,E,7272,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,diesel,200,580,front+rear,,,,,,,,,,,1.42,4.974,2.914,1.911,,2967,particle filter,6,dohc,common rail,65,3500,200,1500,580,yes,4,hatchback,5,available,78590,4,2014,automatic,5.7,5.2,136,B,4.7,250,6,3.88,1650,1805,2440,100,91.4,318.105,333.3495146,[3.69- 2.15- 1.34- 0.97- 0.74- 0.57- 0.46],1761.125,1836.125,1861.125,1810,2.71362,E
40130,E,57084,yes,yes,yes,yes,,no,1145,yes,yes,,fuel engine,petrol,135,270,rear,,,,,,,,,,,1.512,4.895,2.874,1.854,,1796,regular,4,dohc,direct injection,59,5250,135,1800,270,yes,4,stationwagon,5,2013,54154,5,2011,manual,8.7,7.5,175,D,6.1,225,10,3.07,2450,1635,2310,100,85,301.895,316.6504854,[4.99- 2.82- 1.78- 1.25- 1.0- 0.82],1595.175,1670.175,1695.175,1700,2.803248,E
42363,E,60244,yes,yes,yes,yes,,no,1145,yes,yes,,fuel engine,diesel,170,500,rear,,,,,,,,,,,1.512,4.895,2.874,1.854,,2143,particle filter,4,dohc,common rail,59,4200,150,1600,500,yes,4,stationwagon,5,2013,62804,5,2012,automatic,7.8,4.4,116,B,4.4,232,4.5,2.65,1900,1855,2555,100,99,301.895,316.6504854,[4.38- 2.86- 1.92- 1.37- 1.0- 0.82- 0.73],1815.175,1890.175,1915.175,1930,2.803248,E
34760,E,49241,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,petrol,92,200,front,,,,,,,,,,,1.51,4.833,2.761,1.817,,1390,regular,4,dohc,direct injection,60,5000,92,1500,200,yes,4,stationwagon,5,available,33030,5,2014,manual,10.6,6.1,142,B,5,203,8,4.06,2650,1389,2052,100,75.6,291.145,306.7475728,[3.62- 1.95- 1.28- 0.97- 0.78- 0.65],1348.5,1423.5,1448.5,1360,2.74367,E
34766,E,49247,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,diesel,77,250,front,,,,,,,,,,,1.51,4.833,2.761,1.817,,1598,particle filter,4,dohc,common rail,60,4400,77,1500,250,yes,4,stationwagon,5,available,33560,5,2014,manual,12.3,4.3,110,B,3.6,195,5.2,3.39,2000,1441,2104,100,80.5,291.145,306.7475728,[4.11- 2.12- 1.36- 0.97- 0.73- 0.59],1400.5,1475.5,1500.5,1470,2.74367,E
1835,E,2797,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,diesel,158,420,front,,,,,,,,,,,1.493,4.851,2.835,1.86,,2400,particle filter,5,dohc,common rail,70,4000,158,1400,420,yes,4,sedan,4,2014,53995,5,2013,manual,7.6,4.6,120,B,4,230,5.6,3.77,1950,1535,2190,100,93.15,303.65,318.8349515,[3.39- 1.91- 1.19- 0.84- 0.65- 0.54],1487.75,1562.75,1587.75,1590,2.77698,E
36101,E,51273,no,yes,no,no,,no,no,yes,no,,fuel engine,petrol,114,181,front,,,,,,,,,,,1.433,4.605,2.66,1.752,,1995,regular,4,dohc,multipoint injection,65,6500,114,3500,181,no,4,sedan,4,1995,35599,5,1994,automatic,13.9,9.2,,,,204,,3.35,2650,1300,1800,50,90,271.595,289.368932,[2.58- 1.41- 1.0- 0.74],1256.125,1331.125,1356.125,1360,2.510616,E
42886,E,60993,no,yes,no,no,,no,no,yes,no,,fuel engine,diesel,87,245,front,,,,,,,,,,,1.433,4.605,2.66,1.752,,2500,no,4,ohc,indirect injection,65,4100,87,2400,245,yes,2,sedan,4,1995,38685,5,1992,manual,11.5,7.2,,,,192,,3.56,2650,1326,1825,50,92,281.76,298.5436893,[3.75- 2.18- 1.38- 0.98- 0.72],1282.125,1357.125,1382.125,1360,2.510616,E
1431,E,1780,yes,yes,yes,yes,,yes,no,yes,no,,fuel engine,petrol,183,310,rear,,,,,,,,,,,1.43,4.825,2.85,1.815,,2995,regular,6,dohc,direct injection,71,6200,183,3500,310,no,4,sedan,4,2010,65405,5,2008,automatic,7.2,9.5,224,G,7,240,14,3.73,,1595,2125,75,83,303.65,318.8349515,[3.54- 2.06- 1.4- 1.0- 0.71- 0.58],1547.075,1622.075,1647.075,1590,2.59545,E
46547,F,66359,yes,yes,yes,yes,,yes,yes,yes,no,,fuel engine,petrol,380,830,rear,,,,,,,,,,,1.485,5.226,3.165,1.871,,5513,regular,12,ohc,multipoint injection,90,5000,380,1800,830,yes,3,sedan,4,2013,239450,5,2011,automatic,4.6,14.1,329,G,9.7,250,21.5,2.65,2050,2110,2690,100,87,318.105,333.3495146,[3.6- 2.19- 1.4- 1.0- 0.83],2049.25,2124.25,2149.25,2150,2.778435,F
44799,F,63762,yes,yes,yes,yes,,no,1145,yes,yes,,fuel engine,diesel,150,500,rear,,,,,,,,,,,1.485,5.096,3.035,1.871,,2143,particle filter,4,dohc,common rail,83,4200,150,1600,500,yes,4,sedan,4,2013,87950,5,2011,automatic,8.2,5.7,149,C,5,240,7,2.82,1900,1870,2565,100,99,316.715,335.0970874,[4.38- 2.86- 1.92- 1.37- 1.0- 0.82- 0.73],1813.975,1888.975,1913.975,1930,2.778435,F
41045,F,58362,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,petrol,368,625,front+rear,,,,,,,,,,,1.471,5.265,3.122,1.949,,6299,regular,12,dohc,direct injection,82,6200,368,4750,625,no,4,sedan,4,available,225650,5,2014,automatic,4.6,11.3,264,G,8.7,250,15.7,3.08,1850,2050,2675,100,90.4,330.805,345.6796117,[4.71- 3.14- 2.11- 1.67- 1.29- 1.0- 0.84- 0.67],1994.65,2069.65,2094.65,2040,2.866979,F
39820,F,56641,yes,yes,yes,yes,,1471,yes,yes,yes,,fuel engine,diesel,190,580,front+rear,,,,,,,,,,,1.46,5.265,3.122,1.949,,2967,particle filter,6,dohc,common rail,82,4000,190,1750,580,yes,4,sedan,4,available,101130,5,2013,automatic,6.1,6,158,B,5.2,250,7.5,2.38,1400,1910,2585,100,91.4,329.415,347.4271845,[4.71- 3.14- 2.11- 1.67- 1.29- 1.0- 0.84- 0.67],1854.65,1929.65,1954.65,1930,2.84554,F
34183,F,48630,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,petrol,228,400,front+rear,,,,,,,,,,,1.418,5.015,2.92,1.931,,3605,regular,6,dohc,direct injection,100,6200,228,3750,400,no,4,hatchback,5,available,113500,4,2013,automatic,6.1,8.7,203,D,7.1,257,11.4,3.9,2100,1820,2420,75,83,324.15,340.8737864,[5.97- 3.31- 2.01- 1.37- 1.0- 0.81- 0.59],1752.5,1827.5,1852.5,1810,2.738158,F
34186,F,48634,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,diesel,221,650,rear,,,,,,,,,,,1.418,5.015,2.92,1.931,,2967,particle filter,6,dohc,common rail,80,4000,221,1750,650,yes,4,hatchback,5,available,106400,4,2014,automatic,6,6.4,169,D,5.6,259,7.7,2.69,1700,1900,2500,75,91.4,324.15,340.8737864,[4.92- 2.81- 1.84- 1.43- 1.21- 1.0- 0.83- 0.69],1846,1921,1946,1930,2.738158,F
20612,F,28021,yes,yes,yes,yes,,1990,1325,yes,no,,fuel engine,petrol,246,430,front+rear,,,,,,,,,,,1.45,5.059,2.881,1.903,,4172,regular,8,dohc,multipoint injection,90,6500,246,3500,430,no,4,sedan,4,available,148590,5,2010,automatic,6.9,12.5,290,G,9.2,250,18.2,3.31,2100,2082,2700,100,93,316.715,335.0970874,[4.17- 2.34- 1.52- 1.14- 0.87- 0.69],2021.25,2096.25,2121.25,2040,2.75935,F
20605,F,28014,yes,yes,yes,yes,,1990,yes,yes,no,,fuel engine,diesel,180,500,front+rear,,,,,,,,,,,1.45,5.059,2.881,1.903,,2967,particle filter,6,dohc,common rail,90,4000,180,1500,500,yes,4,sedan,4,available,108890,5,2013,automatic,8.3,8.5,224,G,6.7,238,11.6,3.33,2100,2133,2760,100,91.4,313.18,334.1747573,[4.17- 2.34- 1.52- 1.14- 0.87- 0.69],2072.25,2147.25,2172.25,2150,2.75935,F
1324,F,1516,yes,yes,yes,yes,,no,yes,yes,no,,fuel engine,petrol,224,420,rear,,,,,,,,,,,1.455,5.215,3.159,1.86,,4196,regular,8,dohc,multipoint injection,85,6000,224,4100,420,no,4,sedan,4,2009,121090,5,2009,automatic,6.6,11.4,269,G,8.4,250,16.7,2.87,1850,1615,2246,75,90.3,320.86,333.3009709,[4.17- 2.34- 1.52- 1.14- 0.87- 0.69],1557.625,1632.625,1657.625,1590,2.7063,F
9882,F,12375,yes,yes,yes,yes,,yes,yes,yes,no,,fuel engine,petrol,301,550,rear,,,,,,,,,,,1.481,5.262,3.171,1.948,,2979,regular,6,dohc,direct injection,80,5500,301,1750,550,yes,4,sedan,4,available,139821,5,2014,automatic,5.1,10.5,244,F,7.7,285,15.3,3.73,,1920,2540,,84.5,327.295,341.3106796,[3.29- 2.16- 1.61- 1.27- 1.03- 0.85],1866,1941,1966,1930,2.884988,F
4957,F,6112,yes,yes,yes,yes,,no,yes,yes,no,,fuel engine,petrol,373,999,rear,,,,,,,,,,,1.515,5.4,3.116,1.9,,6761,regular,8,ohv,multipoint injection,96,4200,373,3200,999,yes,2,sedan,4,2010,,5,2007,automatic,5.5,19.5,465,G,14.1,288,28.8,2.69,,2585,3065,,99.1,330.805,345.6796117,[2.48- 1.48- 1.0- 0.75],2520.2,2595.2,2620.2,2270,2.8785,F
5595,S,6869,yes,yes,yes,yes,,966,yes,yes,yes,,fuel engine,petrol,235,450,front+rear,,,,,,,,,,,1.365,4.894,2.855,1.894,,2979,regular,6,dohc,direct injection,70,5800,235,1300,450,yes,4,cabriolet,2,available,120895,4,2015,automatic,5.4,8.2,191,D,6.3,250,11.4,3.23,2050,1865,2390,0,89.6,314.595,328.9805825,[4.71- 3.14- 2.11- 1.67- 1.29- 1.0- 0.84- 0.67],1817.75,1892.75,1917.75,1930,2.58531,S
18831,S,25445,yes,yes,yes,no,,no,yes,yes,yes,,fuel engine,petrol,150,310,rear,,,,,,,,,,,1.301,4.134,2.43,1.81,,1796,regular,4,dohc,direct injection,60,5500,150,2000,310,yes,4,cabriolet,2,available,52250,2,2012,manual,6.5,6.9,160,E,5.3,244,9.5,3.27,2750,1375,1790,50,85,294.875,307.9126214,[4.46- 2.61- 1.72- 1.25- 1.0- 0.84],1334.5,1409.5,1434.5,1360,2.35481,S
18833,S,25447,yes,yes,yes,no,,no,yes,yes,yes,,fuel engine,diesel,150,500,rear,,,,,,,,,,,1.301,4.134,2.43,1.81,,2143,particle filter,4,dohc,common rail,60,5500,150,1600,500,yes,4,cabriolet,2,available,50850,2,2012,manual,6.5,4.8,124,E,4,244,6.2,2.47,2000,1470,1885,50,99,291.145,306.7475728,[5.1- 2.78- 1.75- 1.25- 1.0- 0.81],1429.5,1504.5,1529.5,1470,2.35481,S
9575,S,11820,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,petrol,135,270,rear,,,,,,,,,,,1.291,4.239,2.496,1.79,,1997,regular,4,dohc,direct injection,55,5000,135,1250,270,yes,4,cabriolet,2,available,51395,2,2013,manual,6.9,6.8,159,E,5.6,235,8.9,3.73,2550,1370,1725,0,90.1,294.875,307.9126214,[3.68- 2.06- 1.31- 1.0- 0.81- 0.68],1332.875,1407.875,1432.875,1360,2.31089,S
5380,S,6651,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,diesel,135,380,front,,,,,,,,,,,1.355,4.177,2.505,1.832,,1984,particle filter,4,dohc,common rail,50,3500,135,1750,380,yes,4,cabriolet,2,available,54310,4,2015,manual,7.3,4.3,114,D,3.9,237,5.1,2.76,2050,1335,1680,75,92.8,303.65,318.8349515,[3.77- 2.09- 1.32- 0.92- 0.9- 0.76],1301.25,1376.25,1401.25,1360,2.48236,S
9936,S,12429,yes,yes,yes,no,,no,no,yes,no,,fuel engine,petrol,93,167,rear,,,,,,,,,,,1.245,4.02,2.33,1.72,,1798,regular,4,dohc,multipoint injection,50,6500,93,4500,167,no,4,cabriolet,2,available,31490,2,2014,manual,9.9,7.1,167,F,5.6,194,9.8,4.1,3400,1050,1375,,83.1,287.855,299.1747573,[3.14- 1.89- 1.33- 1.0- 0.81],1016.25,1091.25,1116.25,1130,2.1414,S
7995,S,9583,yes,yes,416,no,,no,541,yes,yes,,fuel engine,petrol,243,370,rear,,,,,,,,,,,1.273,4.404,2.475,1.801,,3436,regular,6,dohc,direct injection,64,6700,243,4500,370,no,4,cabriolet,2,available,92800,2,2014,automatic,4.9,8.2,190,F,6.3,279,11.4,3.25,1900,1350,1685,75,77.5,318.155,326.4563107,[3.91- 2.29- 1.65- 1.3- 1.08- 0.88- 0.62],1306.8,1381.8,1406.8,1360,2.292673,S
6331,S,7726,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,petrol,412,755,rear,,,,,,,,,,,1.322,4.57,2.67,1.91,,3855,regular,8,dohc,direct injection,78,7500,412,4750,755,yes,4,cabriolet,2,available,223348,4,2014,automatic,3.6,10.5,250,G,,316,,4.44,3000,1625,,,82,317.74,329.4174757,[3.4- 2.19- 1.63- 1.29- 1.03- 0.84- 0.72],1572.35,1647.35,1672.35,1700,2.52502,S
18173,S,24485,yes,yes,no,yes,,no,no,yes,no,,fuel engine,petrol,419,540,front+rear,,,,,,,,,,,1.184,4.386,2.56,1.9,,5204,regular,10,dohc,direct injection,80,8000,419,6500,540,no,4,cabriolet,2,2013,318570,2,2012,manual,3.9,13.6,327,G,9.6,324,20.5,3.08,2450,1485,1800,,92.8,305.455,314.1262136,[2.56- 1.85- 1.42- 1.14- 0.94- 0.81],1431,1506,1531,1470,2.2496,S
34286,M,48741,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,petrol,85,190,front,,,,,,,,,,,1.64,4.366,2.702,1.845,,1198,regular,4,dohc,direct injection,60,4500,85,2000,190,yes,4,mpv,5,2015,27690,5,2014,manual,11.7,5.9,135,B,5.2,185,7.2,4.73,3350,1295,1955,,73.1,303.845,319.0776699,[3.73- 2.11- 1.45- 1.09- 0.87- 0.73],1254.5,1329.5,1354.5,1360,3.0258,M
34279,M,48734,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,diesel,81,260,front,,,,,,,,,,,1.64,4.366,2.702,1.845,,1461,particle filter,4,dohc,common rail,60,4000,81,1750,260,yes,2,mpv,5,available,30790,5,2014,manual,12.5,4.1,105,B,3.9,180,4.5,4.13,2550,1360,1967,,80.5,299.14,316.6990291,[3.73- 1.96- 1.32- 0.98- 0.76- 0.64],1319.5,1394.5,1419.5,1360,3.0258,M
20706,M,28115,yes,yes,yes,yes,,no,585,yes,yes,,fuel engine,diesel,77,250,front,,,,,,,,,,,1.674,4.397,2.678,1.794,,1598,particle filter,4,dohc,common rail,60,4400,77,1500,250,yes,4,mpv,5,2015,35390,7,2014,manual,12.8,4.6,121,E,4.1,186,5.5,3.65,2300,1444,2180,100,80.5,291.145,306.7475728,[4.11- 2.12- 1.36- 0.97- 0.77- 0.63],1403.5,1478.5,1503.5,1470,3.003156,M
34058,M,48494,yes,yes,yes,yes,,no,yes,yes,no,,fuel engine,petrol,115,240,front,,,,,,,,,,,1.639,4.365,2.613,1.837,,1598,regular,4,dohc,direct injection,60,6000,115,1400,240,yes,4,mpv,5,available,31950,5,2014,manual,8.9,6.9,159,D,5.5,202,9.3,4.18,2750,1434,2020,75,85.8,303.65,318.8349515,[3.54- 1.92- 1.33- 1.03- 0.82- 0.68],1393.5,1468.5,1493.5,1470,3.010843,M
34057,M,48493,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,diesel,85,270,front,,,,,,,,,,,1.639,4.365,2.613,1.837,,1560,particle filter,4,dohc,common rail,60,3600,85,1750,270,yes,4,mpv,5,2014,32850,5,2014,automatic,12.6,4.2,110,C,4,183,4.5,4.18,2450,1398,2020,75,88.3,303.65,318.8349515,[3.54- 1.92- 1.32- 0.98- 0.76- 0.6],1357.5,1432.5,1457.5,1470,3.010843,M
24268,M,34104,yes,yes,yes,yes,,yes,yes,yes,no,,fuel engine,petrol,118,240,front,,,,,,,,,,,1.658,4.768,2.85,1.884,,1596,regular,4,dohc,direct injection,70,5700,118,1750,240,yes,4,mpv,5,available,39885,05-Jul,2013,manual,9.8,7,159,C,5.7,204,9.4,4.07,,1498,2400,75,81.4,303.65,318.8349515,[3.8- 2.14- 1.48- 1.11- 0.9],1450.75,1525.75,1550.75,1470,3.123672,M
19028,M,25734,yes,yes,yes,no,,no,no,yes,yes,,fuel engine,petrol,103,200,front,,,,,,,,,,,1.685,4.658,2.76,1.82,,1364,regular,4,dohc,multipoint injection,58,4900,103,1850,200,yes,4,mpv,5,available,28195,05-Jul,2015,manual,10.7,6.1,144,C,5.3,202,7.6,3.83,2950,1513,2295,,82.6,303.65,318.8349515,[4.27- 2.35- 1.57- 1.15- 0.94- 0.8],1473.85,1548.85,1573.85,1590,3.0667,M
19058,M,25764,yes,yes,yes,yes,,no,no,yes,yes,,fuel engine,diesel,125,400,front,,,,,,,,,,,1.685,4.658,2.76,1.82,,1956,particle filter,4,dohc,common rail,58,3750,125,1750,400,yes,4,mpv,5,available,38645,05-Jul,2015,manual,9.8,4.9,129,D,4.2,208,6.1,3.35,2000,1633,2410,,90.4,303.65,318.8349515,[4.17- 2.13- 1.32- 0.95- 0.76- 0.62],1593.85,1668.85,1693.85,1700,3.0667,M
7979,M,9565,yes,yes,yes,no,,no,525,yes,no,,fuel engine,petrol,88,160,front,,,,,,,,,,,1.801,4.38,2.728,1.81,,1598,regular,4,ohc,multipoint injection,60,6000,88,4250,160,no,4,mpv,5,available,28150,5,2013,manual,12,7.3,169,E,6,177,9.6,5.07,3700,1295,2000,100,85.5,294.435,314.3203883,[3.45- 1.87- 1.29- 0.95- 0.74],1254.5,1329.5,1354.5,1360,3.25981,M
22591,J,31205,yes,yes,yes,no,,450,yes,yes,no,,fuel engine,diesel,130,350,front+rear,,,,,,,,,,,1.703,4.426,2.604,1.809,,1968,particle filter,4,dohc,common rail,64,4200,130,1750,350,yes,4,suv/crossover,5,available,49990,5,2013,manual,8.5,5.8,151,G,5.2,202,6.7,3.05,2150,1578,2240,75,95.5,316.715,335.0970874,[3.92- 2.05- 1.75- 1.23- 0.94- 0.77],1534.8,1609.8,1634.8,1590,3.080727,J
34202,J,48652,yes,yes,yes,no,,yes,yes,yes,no,,fuel engine,petrol,88,190,front,,,,,,,,,,,1.566,4.122,2.606,1.778,,1196,regular,4,dohc,direct injection,45,4900,88,2000,190,yes,4,suv/crossover,5,available,25190,5,2015,automatic,10.9,5.4,125,B,4.7,192,6.6,3.95,2650,1155,1726,,73.1,303.845,319.0776699,[3.92- 2.43- 1.44- 1.02- 0.87- 0.7],1124.625,1199.625,1224.625,1250,2.784348,J
40170,J,57148,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,petrol,85,190,front,,,,,,,,,,,1.59,4.377,2.646,1.806,,1197,regular,4,dohc,direct injection,55,4500,85,2000,190,yes,4,suv/crossover,5,2015,30190,5,2014,manual,11.3,5.8,129,B,4.9,183,6.9,4.21,2500,1250,1860,75,73.1,320.275,332.5728155,[3.73- 1.95- 1.32- 0.98- 0.76- 0.64],1212.875,1287.875,1312.875,1250,2.87154,J
44599,J,63482,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,diesel,96,320,front,,,,,,,,,,,1.59,4.377,2.646,1.806,,1598,particle filter,4,dohc,common rail,55,4000,96,1750,320,yes,4,suv/crossover,5,available,35500,5,2014,manual,10.5,4.4,115,D,3.9,190,5.2,4.13,2300,1340,1960,75,79.5,320.275,332.5728155,[3.73- 2.04- 1.32- 0.95- 0.72- 0.6],1302.875,1377.875,1402.875,1360,2.87154,J
5358,J,6629,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,petrol,162,350,front+rear,,,,,,,,,,,1.608,4.388,2.603,1.831,,1984,regular,4,dohc,direct injection,64,4500,162,1500,350,yes,4,suv/crossover,5,available,52700,5,2015,automatic,6.4,6.7,154,D,5.9,233,8.1,3.94,2300,1540,2165,75,92.8,316.715,335.0970874,[3.56- 2.53- 1.68- 1.02- 0.79- 0.76- 0.64],1496.8,1571.8,1596.8,1590,2.944248,J
5338,J,6609,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,diesel,135,380,front+rear,,,,,,,,,,,1.608,4.388,2.603,1.831,,1968,particle filter,4,dohc,common rail,64,3500,135,1800,380,yes,4,suv/crossover,5,available,51560,5,2015,manual,7.9,5.2,137,F,4.5,219,6.5,3.37,2400,1580,2205,75,95.5,316.715,335.0970874,[3.92- 2.05- 1.75- 1.23- 0.94- 0.77],1536.8,1611.8,1636.8,1590,2.944248,J
34015,J,48450,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,diesel,88,300,front,,,,,,,,,,,1.556,4.159,2.538,1.739,,1560,regular,4,dohc,common rail,50,3500,88,1750,300,yes,4,suv/crossover,5,available,26750,5,2015,manual,10.4,3.7,96,C,3.3,192,4.3,3.74,2250,1175,1726,,88.3,294.46,310.8737864,[3.85- 2.09- 1.39- 0.99- 0.73- 0.61],1141.25,1216.25,1241.25,1250,2.705884,J
9872,J,12277,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,petrol,375,625,front+rear,,,,,,,,,,,1.835,4.999,2.922,1.983,,5000,regular,8,dohc,multipoint injection,105,6000,375,2500,625,yes,4,suv/crossover,5,available,235700,5,2014,automatic,5.4,12.8,299,G,9.7,225,18.3,3.31,1800,2330,3150,100,93,363.395,382.7669903,[4.7- 3.13- 2.1- 1.67- 1.29- 1.0- 0.84- 0.67],2259.125,2334.125,2359.125,2270,3.638805,J
9856,J,12261,yes,yes,yes,yes,,yes,yes,yes,yes,,fuel engine,diesel,190,600,front+rear,,,,,,,,,,,1.84,5.199,3.12,1.983,,2993,particle filter,6,dohc,common rail,85,4000,190,2000,600,yes,4,suv/crossover,5,available,148500,5,2014,automatic,7.9,6.9,182,C,6.3,210,7.8,3.21,1750,2301,3050,100,90,363.395,382.7669903,[4.7- 3.13- 2.1- 1.67- 1.29- 1.0- 0.84- 0.67],2243.625,2318.625,2343.625,2270,3.64872,J
6446,J,7929,yes,yes,yes,yes,,660,yes,yes,no,,fuel engine,petrol,177,340,front+rear,,,,,,,,,,,1.724,4.599,2.741,1.895,,1999,regular,4,dohc,multipoint injection,70,5500,177,1750,340,yes,4,suv/crossover,5,available,73200,5,2014,automatic,8.2,8.2,191,E,,199,,3.75,,1744,2505,75,83.1,342.115,359.7572816,[4.15- 2.37- 1.56- 1.16- 0.86- 0.69],1696.75,1771.75,1796.75,1810,3.26698,J
8866,J,11013,yes,yes,440,no,,no,410,yes,yes,,fuel engine,diesel,110,420,front+rear,,,,,,,,,,,1.74,4.5,2.66,1.91,,2179,particle filter,4,dohc,common rail,68,4000,110,1750,420,yes,4,suv/crossover,5,2014,42930,5,2012,manual,11.7,6.2,165,F,5.6,181,7.4,4.53,2100,1710,2505,75,96,335.045,357.9126214,[3.75- 1.91- 1.18- 0.84- 0.65- 0.54],1664.1,1739.1,1764.1,1700,3.3234,J
9001,J,11169,yes,yes,yes,yes,,no,yes,yes,no,,fuel engine,petrol,285,530,front+rear,,,,,,,,,,,1.956,4.267,2.4,1.76,,5461,regular,8,ohc,multipoint injection,96,6000,285,2800,530,no,4,suv/crossover,2,2014,198900,4,2013,automatic,5.9,14.9,348,G,11.9,210,20,4.38,2600,2235,2850,,90.5,352.62,376.3106796,[4.38- 2.86- 1.92- 1.37- 1.0- 0.82- 0.73],2170.2,2245.2,2270.2,2270,3.44256,J
9551,J,11796,yes,yes,yes,yes,,no,yes,yes,yes,,fuel engine,petrol,423,750,front+rear,,,,,,,,,,,1.754,4.88,2.933,1.985,,4395,regular,8,dohc,direct injection,85,6000,423,2200,750,yes,4,suv/crossover,5,available,164700,05-Jul,2015,automatic,4.2,11.1,258,G,9,250,14.7,3.15,1750,2250,2970,100,88.3,342.92,357.2815534,[5.0- 3.2- 2.14- 1.72- 1.31- 1.0- 0.82- 0.64],2192.625,2267.625,2292.625,2270,3.48169,J
6222,J,7592,yes,yes,yes,yes,,630,no,yes,yes,,fuel engine,diesel,190,560,front+rear,,,,,,,,,,,1.661,4.657,2.81,1.881,,2993,particle filter,6,dohc,common rail,67,4000,190,1500,560,yes,4,suv/crossover,5,available,70886,5,2014,automatic,5.9,5.9,156,E,5.6,232,6.5,2.81,1700,1795,2410,100,90,321.2,340.6796117,[4.71- 3.14- 2.11- 1.67- 1.29- 1.0- 0.84- 0.67],1749.775,1824.775,1849.775,1810,3.124341,J
